,angle_of_attack,chord_length,,suction_side_displacement_thickness,,
-0.598561347,5.3,0.2286,-0.723344834,0.00614329,0.10803628,
-0.519234652,5.3,0.2286,-0.723344834,0.00614329,0.128336841,
-0.408177279,5.3,0.2286,-0.723344834,0.00614329,-0.25447373,
-0.281254566,5.3,0.2286,-0.723344834,0.00614329,-1.004144432,
-0.122601176,5.3,0.2286,-0.723344834,0.00614329,-1.25935148,
0.083648232,5.3,0.2286,-0.723344834,0.00614329,-0.92729231,
0.353358996,5.3,0.2286,-0.723344834,0.00614329,-1.310102881,
0.670665777,5.3,0.2286,-0.723344834,0.00614329,-1.381154844,
1.083164592,5.3,0.2286,-0.723344834,0.00614329,-1.782815935,
-0.852406772,7.3,0.2286,1.312935258,0.0104404,2.018754044,
-0.836541433,7.3,0.2286,1.312935258,0.0104404,2.186958689,
-0.815916492,7.3,0.2286,1.312935258,0.0104404,2.171008249,
-0.788945416,7.3,0.2286,1.312935258,0.0104404,2.117356767,
-0.757214738,7.3,0.2286,1.312935258,0.0104404,1.734546196,
-0.715964856,7.3,0.2286,1.312935258,0.0104404,1.295184063,
-0.662022703,7.3,0.2286,1.312935258,0.0104404,0.85727197,
-0.598561347,7.3,0.2286,1.312935258,0.0104404,0.290306313,
-0.519234652,7.3,0.2286,1.312935258,0.0104404,0.365708396,
-0.408177279,7.3,0.2286,1.312935258,0.0104404,0.129351869,
-0.281254566,7.3,0.2286,1.312935258,0.0104404,-0.308560224,
-0.122601176,7.3,0.2286,1.312935258,0.0104404,-0.398462707,
0.083648232,7.3,0.2286,1.312935258,0.0104404,-0.634819234,
0.353358996,7.3,0.2286,1.312935258,0.0104404,-0.816074239,
0.670665777,7.3,0.2286,1.312935258,0.0104404,-1.383039896,
1.083164592,7.3,0.2286,1.312935258,0.0104404,-1.307637813,
-0.852406772,7.3,0.2286,0.298007011,0.0111706,1.507759933,
-0.836541433,7.3,0.2286,0.298007011,0.0111706,1.674514538,
-0.815916492,7.3,0.2286,0.298007011,0.0111706,1.660014138,
-0.788945416,7.3,0.2286,0.298007011,0.0111706,1.607812696,
-0.757214738,7.3,0.2286,0.298007011,0.0111706,1.209051684,
-0.715964856,7.3,0.2286,0.298007011,0.0111706,0.884242715,
-0.662022703,7.3,0.2286,0.298007011,0.0111706,0.523182744,
-0.598561347,7.3,0.2286,0.298007011,0.0111706,0.05191973,
-0.519234652,7.3,0.2286,0.298007011,0.0111706,0.128771853,
-0.408177279,7.3,0.2286,0.298007011,0.0111706,-0.214887637,
-0.281254566,7.3,0.2286,0.298007011,0.0111706,-0.64989965,
-0.122601176,7.3,0.2286,0.298007011,0.0111706,-0.847105096,
0.083648232,7.3,0.2286,0.298007011,0.0111706,-1.116812544,
0.353358996,7.3,0.2286,0.298007011,0.0111706,-1.095061943,
0.670665777,7.3,0.2286,0.298007011,0.0111706,-1.695378521,
1.083164592,7.3,0.2286,0.298007011,0.0111706,-1.928834968,
-0.852406772,7.3,0.2286,-0.723344834,0.0123481,0.892217935,
-0.836541433,7.3,0.2286,-0.723344834,0.0123481,1.022721539,
-0.815916492,7.3,0.2286,-0.723344834,0.0123481,1.06042258,
-0.788945416,7.3,0.2286,-0.723344834,0.0123481,1.04447214,
-0.757214738,7.3,0.2286,-0.723344834,0.0123481,0.792165172,
-0.715964856,7.3,0.2286,-0.723344834,0.0123481,0.593509686,
-0.662022703,7.3,0.2286,-0.723344834,0.0123481,0.212149155,
-0.598561347,7.3,0.2286,-0.723344834,0.0123481,-0.333065901,
-0.519234652,7.3,0.2286,-0.723344834,0.0123481,-0.238813298,
-0.408177279,7.3,0.2286,-0.723344834,0.0123481,-0.547671827,
-0.281254566,7.3,0.2286,-0.723344834,0.0123481,-1.018934841,
-0.122601176,7.3,0.2286,-0.723344834,0.0123481,-1.200189846,
0.083648232,7.3,0.2286,-0.723344834,0.0123481,-1.526448856,
0.353358996,7.3,0.2286,-0.723344834,0.0123481,-1.559799777,
0.670665777,7.3,0.2286,-0.723344834,0.0123481,-1.867208266,
1.083164592,7.3,0.2286,-0.723344834,0.0123481,-2.029612751,
-0.852406772,7.3,0.2286,-1.230808957,0.0132672,0.557258685,
-0.836541433,7.3,0.2286,-1.230808957,0.0132672,0.761714331,
-0.815916492,7.3,0.2286,-1.230808957,0.0132672,0.783464932,
-0.788945416,7.3,0.2286,-1.230808957,0.0132672,0.787815052,
-0.757214738,7.3,0.2286,-1.230808957,0.0132672,0.483306643,
-0.715964856,7.3,0.2286,-1.230808957,0.0132672,0.196198715,
-0.662022703,7.3,0.2286,-1.230808957,0.0132672,-0.235913218,
-0.598561347,7.3,0.2286,-1.230808957,0.0132672,-0.831879675,
-0.519234652,7.3,0.2286,-1.230808957,0.0132672,-0.627424029,
-0.408177279,7.3,0.2286,-1.230808957,0.0132672,-0.840579916,
-0.281254566,7.3,0.2286,-1.230808957,0.0132672,-1.381444852,
-0.122601176,7.3,0.2286,-1.230808957,0.0132672,-1.468447254,
0.083648232,7.3,0.2286,-1.230808957,0.0132672,-1.68305318,
0.353358996,7.3,0.2286,-1.230808957,0.0132672,-1.768605543,
0.670665777,7.3,0.2286,-1.230808957,0.0132672,-2.00206199,
1.083164592,7.3,0.2286,-1.230808957,0.0132672,-2.051363351,
-0.662022703,0,0.1524,1.312935258,0.0015988,0.142257225,
-0.598561347,0,0.1524,1.312935258,0.0015988,0.358313191,
-0.519234652,0,0.1524,1.312935258,0.0015988,0.593219678,
-0.408177279,0,0.1524,1.312935258,0.0015988,0.700522642,
-0.281254566,0,0.1524,1.312935258,0.0015988,0.552618557,
-0.122601176,0,0.1524,1.312935258,0.0015988,0.477216475,
0.083648232,0,0.1524,1.312935258,0.0015988,0.65847148,
0.353358996,0,0.1524,1.312935258,0.0015988,0.583069398,
0.670665777,0,0.1524,1.312935258,0.0015988,0.235059788,
1.083164592,0,0.1524,1.312935258,0.0015988,0.085705663,
1.62258612,0,0.1524,1.312935258,0.0015988,-0.334805949,
2.257199682,0,0.1524,1.312935258,0.0015988,-0.665415079,
3.050466635,0,0.1524,1.312935258,0.0015988,-1.123627732,
4.161040369,0,0.1524,1.312935258,0.0015988,-1.673192908,
-0.757214738,0,0.1524,0.298007011,0.00172668,-0.618143773,
-0.715964856,0,0.1524,0.298007011,0.00172668,-0.18168172,
-0.662022703,0,0.1524,0.298007011,0.00172668,0.272180813,
-0.598561347,0,0.1524,0.298007011,0.00172668,0.543338301,
-0.519234652,0,0.1524,0.298007011,0.00172668,0.741993787,
-0.408177279,0,0.1524,0.298007011,0.00172668,0.775344708,
-0.281254566,0,0.1524,0.298007011,0.00172668,0.701392666,
-0.122601176,0,0.1524,0.298007011,0.00172668,0.424435017,
0.083648232,0,0.1524,0.298007011,0.00172668,0.422984977,
0.353358996,0,0.1524,0.298007011,0.00172668,0.347582895,
0.670665777,0,0.1524,0.298007011,0.00172668,0.053224767,
1.083164592,0,0.1524,0.298007011,0.00172668,-0.222282842,
1.62258612,0,0.1524,0.298007011,0.00172668,-0.425288448,
2.257199682,0,0.1524,0.298007011,0.00172668,-0.809549059,
3.050466635,0,0.1524,0.298007011,0.00172668,-1.122757708,
4.161040369,0,0.1524,0.298007011,0.00172668,-1.744824886,
-0.757214738,0,0.1524,-0.723344834,0.00193287,-0.771848018,
-0.715964856,0,0.1524,-0.723344834,0.00193287,-0.062778437,
-0.662022703,0,0.1524,-0.723344834,0.00193287,0.444735578,
-0.598561347,0,0.1524,-0.723344834,0.00193287,0.753594107,
-0.519234652,0,0.1524,-0.723344834,0.00193287,0.897148071,
-0.408177279,0,0.1524,-0.723344834,0.00193287,0.895698031,
-0.281254566,0,0.1524,-0.723344834,0.00193287,0.695592505,
-0.122601176,0,0.1524,-0.723344834,0.00193287,0.293931414,
0.083648232,0,0.1524,-0.723344834,0.00193287,0.111226368,
0.353358996,0,0.1524,-0.723344834,0.00193287,0.073525327,
0.670665777,0,0.1524,-0.723344834,0.00193287,-0.200532241,
1.083164592,0,0.1524,-0.723344834,0.00193287,-0.51084081,
1.62258612,0,0.1524,-0.723344834,0.00193287,-0.621043853,
2.257199682,0,0.1524,-0.723344834,0.00193287,-1.366364435,
-0.757214738,0,0.1524,-1.230808957,0.00209405,-0.466759593,
-0.715964856,0,0.1524,-1.230808957,0.00209405,0.168357946,
-0.662022703,0,0.1524,-1.230808957,0.00209405,0.620770439,
-0.598561347,0,0.1524,-1.230808957,0.00209405,0.891927927,
-0.519234652,0,0.1524,-1.230808957,0.00209405,0.961529849,
-0.408177279,0,0.1524,-1.230808957,0.00209405,0.867277246,
-0.281254566,0,0.1524,-1.230808957,0.00209405,0.590319598,
-0.122601176,0,0.1524,-1.230808957,0.00209405,0.149507425,
0.083648232,0,0.1524,-1.230808957,0.00209405,-0.091199222,
0.353358996,0,0.1524,-1.230808957,0.00209405,-0.149200823,
0.670665777,0,0.1524,-1.230808957,0.00209405,-0.353656469,
1.083164592,0,0.1524,-1.230808957,0.00209405,-0.739367121,
1.62258612,0,0.1524,-1.230808957,0.00209405,-0.997474248,
-0.715964856,2.7,0.1524,1.312935258,0.00243851,0.37237858,
-0.662022703,2.7,0.1524,1.312935258,0.00243851,0.37092854,
-0.598561347,2.7,0.1524,1.312935258,0.00243851,0.571034066,
-0.519234652,2.7,0.1524,1.312935258,0.00243851,0.769689552,
-0.408177279,2.7,0.1524,1.312935258,0.00243851,0.842191554,
-0.281254566,2.7,0.1524,1.312935258,0.00243851,0.765339431,
-0.122601176,2.7,0.1524,1.312935258,0.00243851,0.507232304,
0.083648232,2.7,0.1524,1.312935258,0.00243851,0.321627178,
0.353358996,2.7,0.1524,1.312935258,0.00243851,0.246225096,
0.670665777,2.7,0.1524,1.312935258,0.00243851,-0.068433593,
1.083164592,2.7,0.1524,1.312935258,0.00243851,-0.419343283,
1.62258612,2.7,0.1524,1.312935258,0.00243851,-0.623798929,
2.257199682,2.7,0.1524,1.312935258,0.00243851,-1.176264186,
3.050466635,2.7,0.1524,1.312935258,0.00243851,-1.711328961,
4.161040369,2.7,0.1524,1.312935258,0.00243851,-2.098489653,
-0.757214738,2.7,0.1524,-0.723344834,0.00294804,-0.554922027,
-0.715964856,2.7,0.1524,-0.723344834,0.00294804,0.141097193,
-0.662022703,2.7,0.1524,-0.723344834,0.00294804,0.579009286,
-0.598561347,2.7,0.1524,-0.723344834,0.00294804,0.834216333,
-0.519234652,2.7,0.1524,-0.723344834,0.00294804,0.869017294,
-0.408177279,2.7,0.1524,-0.723344834,0.00294804,0.755914171,
-0.281254566,2.7,0.1524,-0.723344834,0.00294804,0.478956523,
-0.122601176,2.7,0.1524,-0.723344834,0.00294804,0.109196312,
0.083648232,2.7,0.1524,-0.723344834,0.00294804,-0.277964379,
0.353358996,2.7,0.1524,-0.723344834,0.00294804,-0.427318504,
0.670665777,2.7,0.1524,-0.723344834,0.00294804,-0.483870065,
1.083164592,2.7,0.1524,-0.723344834,0.00294804,-0.815929235,
1.62258612,2.7,0.1524,-0.723344834,0.00294804,-1.185689446,
2.257199682,2.7,0.1524,-0.723344834,0.00294804,-1.775855743,
3.050466635,2.7,0.1524,-0.723344834,0.00294804,-2.34717152,
-0.788945416,5.4,0.1524,1.312935258,0.00401199,-0.103669566,
-0.757214738,5.4,0.1524,1.312935258,0.00401199,0.210989123,
-0.715964856,5.4,0.1524,1.312935258,0.00401199,0.599599855,
-0.662022703,5.4,0.1524,1.312935258,0.00401199,0.934559104,
-0.598561347,5.4,0.1524,1.312935258,0.00401199,1.212966793,
-0.519234652,5.4,0.1524,1.312935258,0.00401199,1.344920436,
-0.408177279,5.4,0.1524,1.312935258,0.00401199,1.218766953,
-0.281254566,5.4,0.1524,1.312935258,0.00401199,0.909908424,
-0.122601176,5.4,0.1524,1.312935258,0.00401199,0.399494329,
0.083648232,5.4,0.1524,1.312935258,0.00401199,-0.22112281,
0.353358996,5.4,0.1524,1.312935258,0.00401199,-0.493730338,
0.670665777,5.4,0.1524,1.312935258,0.00401199,-0.692385823,
1.083164592,5.4,0.1524,1.312935258,0.00401199,-1.221650439,
-0.788945416,5.4,0.1524,0.298007011,0.00433288,0.285811189,
-0.757214738,5.4,0.1524,0.298007011,0.00433288,0.65702144,
-0.715964856,5.4,0.1524,0.298007011,0.00433288,1.010831211,
-0.662022703,5.4,0.1524,0.298007011,0.00433288,1.197886376,
-0.598561347,5.4,0.1524,0.298007011,0.00433288,1.057232492,
-0.519234652,5.4,0.1524,0.298007011,0.00433288,0.861477086,
-0.408177279,5.4,0.1524,0.298007011,0.00433288,0.831026245,
-0.281254566,5.4,0.1524,0.298007011,0.00433288,0.561318797,
-0.122601176,5.4,0.1524,0.298007011,0.00433288,-0.110049742,
0.083648232,5.4,0.1524,0.298007011,0.00433288,-0.471109713,
0.353358996,5.4,0.1524,0.298007011,0.00433288,-0.739367121,
0.670665777,5.4,0.1524,0.298007011,0.00433288,-0.881471045,
1.083164592,5.4,0.1524,0.298007011,0.00433288,-1.094626931,
1.62258612,5.4,0.1524,0.298007011,0.00433288,-1.436836381,
-0.815916492,5.4,0.1524,-0.723344834,0.00485029,0.074105343,
-0.788945416,5.4,0.1524,-0.723344834,0.00485029,0.406164513,
-0.757214738,5.4,0.1524,-0.723344834,0.00485029,0.739673723,
-0.715964856,5.4,0.1524,-0.723344834,0.00485029,1.090583413,
-0.662022703,5.4,0.1524,-0.723344834,0.00485029,1.148585015,
-0.598561347,5.4,0.1524,-0.723344834,0.00485029,0.822326005,
-0.519234652,5.4,0.1524,-0.723344834,0.00485029,0.330762431,
-0.408177279,5.4,0.1524,-0.723344834,0.00485029,0.207509027,
-0.281254566,5.4,0.1524,-0.723344834,0.00485029,-0.02739746,
-0.122601176,5.4,0.1524,-0.723344834,0.00485029,-0.629164077,
0.083648232,5.4,0.1524,-0.723344834,0.00485029,-0.826369523,
0.353358996,5.4,0.1524,-0.723344834,0.00485029,-1.116377532,
0.670665777,5.4,0.1524,-0.723344834,0.00485029,-1.130877932,
1.083164592,5.4,0.1524,-0.723344834,0.00485029,-1.183079374,
-0.815916492,5.4,0.1524,-1.230808957,0.00525474,0.131236921,
-0.788945416,5.4,0.1524,-1.230808957,0.00525474,0.427045089,
-0.757214738,5.4,0.1524,-1.230808957,0.00525474,0.702552698,
-0.715964856,5.4,0.1524,-1.230808957,0.00525474,0.962109865,
-0.662022703,5.4,0.1524,-1.230808957,0.00525474,0.965009945,
-0.598561347,5.4,0.1524,-1.230808957,0.00525474,0.493746931,
-0.519234652,5.4,0.1524,-1.230808957,0.00525474,-0.122520087,
-0.408177279,5.4,0.1524,-1.230808957,0.00525474,-0.155871008,
-0.281254566,5.4,0.1524,-1.230808957,0.00525474,-0.299424972,
-0.122601176,5.4,0.1524,-1.230808957,0.00525474,-0.824339467,
0.083648232,5.4,0.1524,-1.230808957,0.00525474,-0.949042911,
0.353358996,5.4,0.1524,-1.230808957,0.00525474,-1.25500136,
0.670665777,5.4,0.1524,-1.230808957,0.00525474,-1.326053322,
1.083164592,5.4,0.1524,-1.230808957,0.00525474,-1.340553722,
-0.815916492,7.2,0.1524,1.312935258,0.00752039,0.562188821,
-0.788945416,7.2,0.1524,1.312935258,0.00752039,0.766644467,
-0.757214738,7.2,0.1524,1.312935258,0.00752039,1.045052156,
-0.715964856,7.2,0.1524,1.312935258,0.00752039,1.452513408,
-0.662022703,7.2,0.1524,1.312935258,0.00752039,1.622168093,
-0.598561347,7.2,0.1524,1.312935258,0.00752039,1.368411085,
-0.519234652,7.2,0.1524,1.312935258,0.00752039,1.113204038,
-0.408177279,7.2,0.1524,1.312935258,0.00752039,0.878297551,
-0.281254566,7.2,0.1524,1.312935258,0.00752039,0.552038541,
-0.122601176,7.2,0.1524,1.312935258,0.00752039,-0.070028637,
0.083648232,7.2,0.1524,1.312935258,0.00752039,-1.167708949,
0.353358996,7.2,0.1524,1.312935258,0.00752039,-0.796498698,
0.670665777,7.2,0.1524,1.312935258,0.00752039,-0.941502703,
1.083164592,7.2,0.1524,1.312935258,0.00752039,-1.19380967,
1.62258612,7.2,0.1524,1.312935258,0.00752039,-1.667972764,
2.257199682,7.2,0.1524,1.312935258,0.00752039,-2.105884857,
-0.836541433,7.2,0.1524,-0.723344834,0.00909175,0.384558916,
-0.815916492,7.2,0.1524,-0.723344834,0.00909175,0.829721209,
-0.788945416,7.2,0.1524,-0.723344834,0.00909175,1.055927456,
-0.757214738,7.2,0.1524,-0.723344834,0.00909175,1.134229618,
-0.715964856,7.2,0.1524,-0.723344834,0.00909175,1.212531781,
-0.662022703,7.2,0.1524,-0.723344834,0.00909175,1.090728417,
-0.598561347,7.2,0.1524,-0.723344834,0.00909175,0.50781232,
-0.519234652,7.2,0.1524,-0.723344834,0.00909175,-0.349161345,
-0.408177279,7.2,0.1524,-0.723344834,0.00909175,-0.692820835,
-0.281254566,7.2,0.1524,-0.723344834,0.00909175,-0.668170155,
-0.122601176,7.2,0.1524,-0.723344834,0.00909175,-1.066931166,
0.083648232,7.2,0.1524,-0.723344834,0.00909175,-1.88765383,
0.353358996,7.2,0.1524,-0.723344834,0.00909175,-1.53384406,
0.670665777,7.2,0.1524,-0.723344834,0.00909175,-1.674497944,
1.083164592,7.2,0.1524,-0.723344834,0.00909175,-1.761500347,
1.62258612,7.2,0.1524,-0.723344834,0.00909175,-1.921004751,
2.257199682,7.2,0.1524,-0.723344834,0.00909175,-2.025407634,
-0.852406772,9.9,0.1524,1.312935258,0.0193001,1.375081269,
-0.836541433,9.9,0.1524,1.312935258,0.0193001,1.521535314,
-0.815916492,9.9,0.1524,1.312935258,0.0193001,1.540385834,
-0.788945416,9.9,0.1524,1.312935258,0.0193001,1.485284313,
-0.757214738,9.9,0.1524,1.312935258,0.0193001,0.934269096,
-0.715964856,9.9,0.1524,1.312935258,0.0193001,0.73271353,
-0.662022703,9.9,0.1524,1.312935258,0.0193001,0.586259486,
-0.598561347,9.9,0.1524,1.312935258,0.0193001,0.219399355,
-0.519234652,9.9,0.1524,1.312935258,0.0193001,-0.31276534,
-0.408177279,9.9,0.1524,1.312935258,0.0193001,-0.441818904,
-0.281254566,9.9,0.1524,1.312935258,0.0193001,-0.588272948,
-0.122601176,9.9,0.1524,1.312935258,0.0193001,-0.753577513,
0.083648232,9.9,0.1524,1.312935258,0.0193001,-1.158138685,
0.353358996,9.9,0.1524,1.312935258,0.0193001,-1.414795773,
0.670665777,9.9,0.1524,1.312935258,0.0193001,-1.488747815,
1.083164592,9.9,0.1524,1.312935258,0.0193001,-1.855607945,
-0.852406772,9.9,0.1524,0.298007011,0.0208438,1.032291803,
-0.836541433,9.9,0.1524,0.298007011,0.0208438,1.217896929,
-0.815916492,9.9,0.1524,0.298007011,0.0208438,1.090293405,
-0.788945416,9.9,0.1524,0.298007011,0.0208438,0.981540402,
-0.757214738,9.9,0.1524,0.298007011,0.0208438,0.431975226,
-0.715964856,9.9,0.1524,0.298007011,0.0208438,0.359473224,
-0.662022703,9.9,0.1524,0.298007011,0.0208438,0.25072022,
-0.598561347,9.9,0.1524,0.298007011,0.0208438,-0.024787388,
-0.519234652,9.9,0.1524,0.298007011,0.0208438,-0.464149521,
-0.408177279,9.9,0.1524,0.298007011,0.0208438,-0.719356568,
-0.281254566,9.9,0.1524,0.298007011,0.0208438,-0.77300805,
-0.122601176,9.9,0.1524,0.298007011,0.0208438,-0.938312615,
0.083648232,9.9,0.1524,0.298007011,0.0208438,-1.413925748,
0.353358996,9.9,0.1524,0.298007011,0.0208438,-1.724234318,
0.670665777,9.9,0.1524,0.298007011,0.0208438,-1.851837841,
1.083164592,9.9,0.1524,0.298007011,0.0208438,-2.070793888,
-0.852406772,9.9,0.1524,-0.723344834,0.0233328,0.359473224,
-0.836541433,9.9,0.1524,-0.723344834,0.0233328,0.507377308,
-0.815916492,9.9,0.1524,-0.723344834,0.0233328,0.545078349,
-0.788945416,9.9,0.1524,-0.723344834,0.0233328,0.508827348,
-0.757214738,9.9,0.1524,-0.723344834,0.0233328,0.289871301,
-0.715964856,9.9,0.1524,-0.723344834,0.0233328,0.23621982,
-0.662022703,9.9,0.1524,-0.723344834,0.0233328,0.218819339,
-0.598561347,9.9,0.1524,-0.723344834,0.0233328,-0.145140711,
-0.519234652,9.9,0.1524,-0.723344834,0.0233328,-0.620753845,
-0.408177279,9.9,0.1524,-0.723344834,0.0233328,-0.912211894,
-0.281254566,9.9,0.1524,-0.723344834,0.0233328,-1.002114376,
-0.122601176,9.9,0.1524,-0.723344834,0.0233328,-1.238470903,
0.083648232,9.9,0.1524,-0.723344834,0.0233328,-1.640131995,
0.353358996,9.9,0.1524,-0.723344834,0.0233328,-1.82283704,
0.670665777,9.9,0.1524,-0.723344834,0.0233328,-1.986691565,
1.083164592,9.9,0.1524,-0.723344834,0.0233328,-2.167946571,
-0.852406772,9.9,0.1524,-1.230808957,0.0252785,0.357153159,
-0.836541433,9.9,0.1524,-1.230808957,0.0252785,0.539858205,
-0.815916492,9.9,0.1524,-1.230808957,0.0252785,0.576109206,
-0.788945416,9.9,0.1524,-1.230808957,0.0252785,0.594959726,
-0.757214738,9.9,0.1524,-1.230808957,0.0252785,0.339752679,
-0.715964856,9.9,0.1524,-1.230808957,0.0252785,0.175898154,
-0.662022703,9.9,0.1524,-1.230808957,0.0252785,0.101946112,
-0.598561347,9.9,0.1524,-1.230808957,0.0252785,-0.389617462,
-0.519234652,9.9,0.1524,-1.230808957,0.0252785,-0.901481597,
-0.408177279,9.9,0.1524,-1.230808957,0.0252785,-1.118987604,
-0.281254566,9.9,0.1524,-1.230808957,0.0252785,-1.156688645,
-0.122601176,9.9,0.1524,-1.230808957,0.0252785,-1.465547174,
0.083648232,9.9,0.1524,-1.230808957,0.0252785,-1.830957265,
0.353358996,9.9,0.1524,-1.230808957,0.0252785,-1.939710268,
0.670665777,9.9,0.1524,-1.230808957,0.0252785,-2.158666314,
1.083164592,9.9,0.1524,-1.230808957,0.0252785,-2.34137136,
-0.852406772,12.6,0.1524,1.312935258,0.0483159,0.510132384,
-0.836541433,12.6,0.1524,1.312935258,0.0483159,0.71168795,
-0.815916492,12.6,0.1524,1.312935258,0.0483159,0.528982904,
-0.788945416,12.6,0.1524,1.312935258,0.0483159,0.327427339,
-0.757214738,12.6,0.1524,1.312935258,0.0483159,-0.459944405,
-0.715964856,12.6,0.1524,1.312935258,0.0483159,-0.222137838,
-0.662022703,12.6,0.1524,1.312935258,0.0483159,-0.258388839,
-0.598561347,12.6,0.1524,1.312935258,0.0483159,-0.404842883,
-0.519234652,12.6,0.1524,1.312935258,0.0483159,-0.678900451,
-0.408177279,12.6,0.1524,1.312935258,0.0483159,-0.623798929,
-0.281254566,12.6,0.1524,1.312935258,0.0483159,-1.063161062,
-0.122601176,12.6,0.1524,1.312935258,0.0483159,-1.392320152,
0.083648232,12.6,0.1524,1.312935258,0.0483159,-1.66782776,
0.353358996,12.6,0.1524,1.312935258,0.0483159,-2.436348982,
0.670665777,12.6,0.1524,1.312935258,0.0483159,-2.436348982,
1.083164592,12.6,0.1524,1.312935258,0.0483159,-2.545101986,
-0.852406772,12.6,0.1524,-0.723344834,0.0584113,-1.46250209,
-0.836541433,12.6,0.1524,-0.723344834,0.0584113,-1.297197525,
-0.815916492,12.6,0.1524,-0.723344834,0.0584113,-1.278347005,
-0.788945416,12.6,0.1524,-0.723344834,0.0584113,-1.294297445,
-0.757214738,12.6,0.1524,-0.723344834,0.0584113,-1.440751489,
-0.715964856,12.6,0.1524,-0.723344834,0.0584113,-1.201494882,
-0.662022703,12.6,0.1524,-0.723344834,0.0584113,-1.200044842,
-0.598561347,12.6,0.1524,-0.723344834,0.0584113,-1.47410241,
-0.519234652,12.6,0.1524,-0.723344834,0.0584113,-1.838062461,
-0.408177279,12.6,0.1524,-0.723344834,0.0584113,-2.038167987,
-0.281254566,12.6,0.1524,-0.723344834,0.0584113,-2.220873032,
-0.122601176,12.6,0.1524,-0.723344834,0.0584113,-2.603683603,
0.083648232,12.6,0.1524,-0.723344834,0.0584113,-2.693586086,
0.353358996,12.6,0.1524,-0.723344834,0.0584113,-2.948793133,
0.670665777,12.6,0.1524,-0.723344834,0.0584113,-3.002444615,
1.083164592,12.6,0.1524,-0.723344834,0.0584113,-3.111197618,
-0.662022703,0,0.0508,1.312935258,0.000740478,0.888012819,
-0.598561347,0,0.0508,1.312935258,0.000740478,0.669056773,
-0.519234652,0,0.0508,1.312935258,0.000740478,0.540003209,
-0.408177279,0,0.0508,1.312935258,0.000740478,0.702407694,
-0.281254566,0,0.0508,1.312935258,0.000740478,0.902513219,
-0.122601176,0,0.0508,1.312935258,0.000740478,0.93876422,
0.083648232,0,0.0508,1.312935258,0.000740478,1.483979276,
0.353358996,0,0.0508,1.312935258,0.000740478,1.391176714,
0.670665777,0,0.0508,1.312935258,0.000740478,1.391176714,
1.083164592,0,0.0508,1.312935258,0.000740478,1.189621148,
1.62258612,0,0.0508,1.312935258,0.000740478,0.877862539,
2.257199682,0,0.0508,1.312935258,0.000740478,0.56610393,
3.050466635,0,0.0508,1.312935258,0.000740478,0.055689835,
-0.662022703,0,0.0508,0.298007011,0.00076193,-0.072493705,
-0.598561347,0,0.0508,0.298007011,0.00076193,0.1087613,
-0.519234652,0,0.0508,0.298007011,0.00076193,0.324817266,
-0.408177279,0,0.0508,0.298007011,0.00076193,0.542323273,
-0.281254566,0,0.0508,0.298007011,0.00076193,0.959934805,
-0.122601176,0,0.0508,0.298007011,0.00076193,1.322444816,
0.083648232,0,0.0508,0.298007011,0.00076193,1.448598299,
0.353358996,0,0.0508,0.298007011,0.00076193,1.46599878,
0.670665777,0,0.0508,0.298007011,0.00076193,1.409447218,
1.083164592,0,0.0508,0.298007011,0.00076193,1.154240171,
1.62258612,0,0.0508,0.298007011,0.00076193,0.7714296,
2.257199682,0,0.0508,0.298007011,0.00076193,0.406019509,
3.050466635,0,0.0508,0.298007011,0.00076193,0.078310459,
-0.662022703,0,0.0508,-0.723344834,0.000791822,0.242454992,
-0.598561347,0,0.0508,-0.723344834,0.000791822,0.406309517,
-0.519234652,0,0.0508,-0.723344834,0.000791822,0.625265563,
-0.408177279,0,0.0508,-0.723344834,0.000791822,0.880472611,
-0.281254566,0,0.0508,-0.723344834,0.000791822,1.171930659,
-0.122601176,0,0.0508,-0.723344834,0.000791822,1.464838748,
